CLIENTE;ENTREGA;FECHA;GESTIONES; PAGOS ; HONORARIOS TOTALES ;COSTO CAMPAÑA;RESULTADO GENERAL; PAGO 1 ; HONORARIOS X ACTIVACION ;RESULTADO POR ACTIVACION; CONVENIO ; HONORARIOS X PLAN ;COSTO GESTION;;
CREDIMUNDO;CM-012022;01/03/2022;14; $ 13.228,00 ; $ 3.968,40 ; $ 1.400,00 ; $ 2.568,40 ; $ -   ; $ -   ; $ -1.400,00 ; $ 13.228,00 ; $ 3.968,40 ; $ 100,00 ;;
CREDIMUNDO;CM-012022;01/04/2022;16; $ 14.951,00 ; $ 4.485,30 ; $ 1.600,00 ; $ 2.885,30 ; $ 9.401,00 ; $ 2.820,30 ; $ 1.220,30 ; $ 5.550,00 ; $ 1.665,00 ; $ 100,00 ;;
CREDIMUNDO;CM-012022;01/05/2022;20; $ 12.702,00 ; $ 3.810,60 ; $ 2.000,00 ; $ 1.810,60 ; $ 12.702,00 ; $ 3.810,60 ; $ 1.810,60 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-012022;01/06/2022;13; $ 16.356,00 ; $ 4.906,80 ; $ 1.300,00 ; $ 3.606,80 ; $ 16.356,00 ; $ 4.906,80 ; $ 3.606,80 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022021;01/02/2022;2; $ 3.520,00 ; $ 1.056,00 ; $ 200,00 ; $ 856,00 ; $ -   ; $ -   ; $ -200,00 ; $ 3.520,00 ; $ 1.056,00 ; $ 100,00 ;;
CREDIMUNDO;CM-022021;01/03/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022021;01/04/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022021;01/05/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022021;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022022;01/02/2022;16; $ 61.213,00 ; $ 18.363,90 ; $ 1.600,00 ; $ 16.763,90 ; $ 50.529,00 ; $ 15.158,70 ; $ 13.558,70 ; $ 10.684,00 ; $ 3.205,20 ; $ 100,00 ;;
CREDIMUNDO;CM-022022;01/03/2022;66; $ 43.344,00 ; $ 13.003,20 ; $ 6.600,00 ; $ 6.403,20 ; $ 31.104,00 ; $ 9.331,20 ; $ 2.731,20 ; $ 12.240,00 ; $ 3.672,00 ; $ 100,00 ;;
CREDIMUNDO;CM-022022;01/04/2022;14; $ 30.428,00 ; $ 9.128,40 ; $ 1.400,00 ; $ 7.728,40 ; $ 30.428,00 ; $ 9.128,40 ; $ 7.728,40 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022022;01/05/2022;10; $ -   ; $ -   ; $ 1.000,00 ; $ -1.000,00 ; $ -   ; $ -   ; $ -1.000,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-022022;01/06/2022;15; $ 10.721,00 ; $ 3.216,30 ; $ 1.500,00 ; $ 1.716,30 ; $ 10.721,00 ; $ 3.216,30 ; $ 1.716,30 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032021;01/02/2022;5; $ -   ; $ -   ; $ 500,00 ; $ -500,00 ; $ -   ; $ -   ; $ -500,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032021;01/03/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032021;01/04/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032021;01/05/2022;4; $ 3.500,00 ; $ 1.050,00 ; $ 400,00 ; $ 650,00 ; $ 3.500,00 ; $ 1.050,00 ; $ 650,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032021;01/06/2022;5; $ 3.500,00 ; $ 1.050,00 ; $ 500,00 ; $ 550,00 ; $ -   ; $ -   ; $ -500,00 ; $ 3.500,00 ; $ 1.050,00 ; $ 100,00 ;;
CREDIMUNDO;CM-032022;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032022;01/03/2022;18; $ 6.348,00 ; $ 1.904,40 ; $ 1.800,00 ; $ 104,40 ; $ 6.348,00 ; $ 1.904,40 ; $ 104,40 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032022;01/04/2022;48; $ 49.544,00 ; $ 14.863,20 ; $ 4.800,00 ; $ 10.063,20 ; $ 49.544,00 ; $ 14.863,20 ; $ 10.063,20 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-032022;01/05/2022;37; $ 43.855,00 ; $ 13.156,50 ; $ 3.700,00 ; $ 9.456,50 ; $ 23.348,00 ; $ 7.004,40 ; $ 3.304,40 ; $ 20.507,00 ; $ 6.152,10 ; $ 100,00 ;;
CREDIMUNDO;CM-032022;01/06/2022;18; $ 16.332,00 ; $ 4.899,60 ; $ 1.800,00 ; $ 3.099,60 ; $ 6.431,00 ; $ 1.929,30 ; $ 129,30 ; $ 9.901,00 ; $ 2.970,30 ; $ 100,00 ;;
CREDIMUNDO;CM-042021;01/02/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042021;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042021;01/04/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042021;01/05/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042021;01/06/2022;6; $ -   ; $ -   ; $ 600,00 ; $ -600,00 ; $ -   ; $ -   ; $ -600,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042022;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042022;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042022;01/04/2022;20; $ 10.650,00 ; $ 3.195,00 ; $ 2.000,00 ; $ 1.195,00 ; $ 10.650,00 ; $ 3.195,00 ; $ 1.195,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-042022;01/05/2022;374; $ 125.801,00 ; $ 37.740,30 ; $ 37.400,00 ; $ 340,30 ; $ 115.151,00 ; $ 34.545,30 ; $ -2.854,70 ; $ 10.650,00 ; $ 3.195,00 ; $ 100,00 ;;
CREDIMUNDO;CM-042022;01/06/2022;72; $ 55.303,00 ; $ 16.590,90 ; $ 7.200,00 ; $ 9.390,90 ; $ 24.900,00 ; $ 7.470,00 ; $ 270,00 ; $ 30.403,00 ; $ 9.120,90 ; $ 100,00 ;;
CREDIMUNDO;CM-052020;01/02/2022;0; $ 6.603,00 ; $ 1.980,90 ; $ -   ; $ 1.980,90 ; $ -   ; $ -   ; $ -   ; $ 6.603,00 ; $ 1.980,90 ; $ 100,00 ;;
CREDIMUNDO;CM-052020;01/03/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052020;01/04/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052020;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052020;01/06/2022;2; $ 15.000,00 ; $ 4.500,00 ; $ 200,00 ; $ 4.300,00 ; $ 15.000,00 ; $ 4.500,00 ; $ 4.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052021;01/02/2022;19; $ 25.031,00 ; $ 7.509,30 ; $ 1.900,00 ; $ 5.609,30 ; $ 25.031,00 ; $ 7.509,30 ; $ 5.609,30 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052021;01/03/2022;2; $ 5.000,00 ; $ 1.500,00 ; $ 200,00 ; $ 1.300,00 ; $ 5.000,00 ; $ 1.500,00 ; $ 1.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052021;01/04/2022;8; $ 10.000,00 ; $ 3.000,00 ; $ 800,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -800,00 ; $ 10.000,00 ; $ 3.000,00 ; $ 100,00 ;;
CREDIMUNDO;CM-052021;01/05/2022;10; $ 23.000,00 ; $ 6.900,00 ; $ 1.000,00 ; $ 5.900,00 ; $ 18.000,00 ; $ 5.400,00 ; $ 4.400,00 ; $ 5.000,00 ; $ 1.500,00 ; $ 100,00 ;;
CREDIMUNDO;CM-052021;01/06/2022;17; $ -   ; $ -   ; $ 1.700,00 ; $ -1.700,00 ; $ -   ; $ -   ; $ -1.700,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052022;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052022;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052022;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-052022;01/05/2022;170; $ 37.507,00 ; $ 11.252,10 ; $ 17.000,00 ; $ -5.747,90 ; $ 29.978,00 ; $ 8.993,40 ; $ -8.006,60 ; $ 7.529,00 ; $ 2.258,70 ; $ 100,00 ;;
CREDIMUNDO;CM-052022;01/06/2022;157; $ 67.408,00 ; $ 20.222,40 ; $ 15.700,00 ; $ 4.522,40 ; $ 65.408,00 ; $ 19.622,40 ; $ 3.922,40 ; $ 2.000,00 ; $ 600,00 ; $ 100,00 ;;
CREDIMUNDO;CM-062020;01/02/2022;6; $ 21.553,00 ; $ 6.465,90 ; $ 600,00 ; $ 5.865,90 ; $ 16.153,00 ; $ 4.845,90 ; $ 4.245,90 ; $ 5.400,00 ; $ 1.620,00 ; $ 100,00 ;;
CREDIMUNDO;CM-062020;01/03/2022;4; $ 13.000,00 ; $ 3.900,00 ; $ 400,00 ; $ 3.500,00 ; $ 13.000,00 ; $ 3.900,00 ; $ 3.500,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-062020;01/04/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-062020;01/05/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-062020;01/06/2022;3; $ 25.000,00 ; $ 7.500,00 ; $ 300,00 ; $ 7.200,00 ; $ 25.000,00 ; $ 7.500,00 ; $ 7.200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-062021;01/02/2022;4; $ 24.906,00 ; $ 7.471,80 ; $ 400,00 ; $ 7.071,80 ; $ 12.297,00 ; $ 3.689,10 ; $ 3.289,10 ; $ 12.609,00 ; $ 3.782,70 ; $ 100,00 ;;
CREDIMUNDO;CM-062021;01/03/2022;10; $ 15.471,00 ; $ 4.641,30 ; $ 1.000,00 ; $ 3.641,30 ; $ 5.071,00 ; $ 1.521,30 ; $ 521,30 ; $ 10.400,00 ; $ 3.120,00 ; $ 100,00 ;;
CREDIMUNDO;CM-062021;01/04/2022;11; $ 22.371,00 ; $ 6.711,30 ; $ 1.100,00 ; $ 5.611,30 ; $ 17.300,00 ; $ 5.190,00 ; $ 4.090,00 ; $ 5.071,00 ; $ 1.521,30 ; $ 100,00 ;;
CREDIMUNDO;CM-062021;01/05/2022;2; $ 5.071,00 ; $ 1.521,30 ; $ 200,00 ; $ 1.321,30 ; $ -   ; $ -   ; $ -200,00 ; $ 5.071,00 ; $ 1.521,30 ; $ 100,00 ;;
CREDIMUNDO;CM-062021;01/06/2022;13; $ 5.071,00 ; $ 1.521,30 ; $ 1.300,00 ; $ 221,30 ; $ -   ; $ -   ; $ -1.300,00 ; $ 5.071,00 ; $ 1.521,30 ; $ 100,00 ;;
CREDIMUNDO;CM-072020;01/02/2022;2; $ 5.200,00 ; $ 1.560,00 ; $ 200,00 ; $ 1.360,00 ; $ -   ; $ -   ; $ -200,00 ; $ 5.200,00 ; $ 1.560,00 ; $ 100,00 ;;
CREDIMUNDO;CM-072020;01/03/2022;4; $ 6.620,22 ; $ 1.986,07 ; $ 400,00 ; $ 1.586,07 ; $ -   ; $ -   ; $ -400,00 ; $ 6.620,22 ; $ 1.986,07 ; $ 100,00 ;;
CREDIMUNDO;CM-072020;01/04/2022;4; $ 5.100,00 ; $ 1.530,00 ; $ 400,00 ; $ 1.130,00 ; $ -   ; $ -   ; $ -400,00 ; $ 5.100,00 ; $ 1.530,00 ; $ 100,00 ;;
CREDIMUNDO;CM-072020;01/05/2022;4; $ 2.100,00 ; $ 630,00 ; $ 400,00 ; $ 230,00 ; $ -   ; $ -   ; $ -400,00 ; $ 2.100,00 ; $ 630,00 ; $ 100,00 ;;
CREDIMUNDO;CM-072020;01/06/2022;5; $ -   ; $ -   ; $ 500,00 ; $ -500,00 ; $ -   ; $ -   ; $ -500,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-072021;01/02/2022;18; $ 15.775,00 ; $ 4.732,50 ; $ 1.800,00 ; $ 2.932,50 ; $ 8.200,00 ; $ 2.460,00 ; $ 660,00 ; $ 7.575,00 ; $ 2.272,50 ; $ 100,00 ;;
CREDIMUNDO;CM-072021;01/03/2022;12; $ 18.335,00 ; $ 5.500,50 ; $ 1.200,00 ; $ 4.300,50 ; $ -   ; $ -   ; $ -1.200,00 ; $ 18.335,00 ; $ 5.500,50 ; $ 100,00 ;;
CREDIMUNDO;CM-072021;01/04/2022;10; $ 31.118,00 ; $ 9.335,40 ; $ 1.000,00 ; $ 8.335,40 ; $ 8.000,00 ; $ 2.400,00 ; $ 1.400,00 ; $ 23.118,00 ; $ 6.935,40 ; $ 100,00 ;;
CREDIMUNDO;CM-072021;01/05/2022;8; $ 7.710,00 ; $ 2.313,00 ; $ 800,00 ; $ 1.513,00 ; $ -   ; $ -   ; $ -800,00 ; $ 7.710,00 ; $ 2.313,00 ; $ 100,00 ;;
CREDIMUNDO;CM-072021;01/06/2022;7; $ 9.150,00 ; $ 2.745,00 ; $ 700,00 ; $ 2.045,00 ; $ -   ; $ -   ; $ -700,00 ; $ 9.150,00 ; $ 2.745,00 ; $ 100,00 ;;
CREDIMUNDO;CM-082020;01/02/2022;10; $ 5.681,00 ; $ 1.704,30 ; $ 1.000,00 ; $ 704,30 ; $ -   ; $ -   ; $ -1.000,00 ; $ 5.681,00 ; $ 1.704,30 ; $ 100,00 ;;
CREDIMUNDO;CM-082020;01/03/2022;13; $ -   ; $ -   ; $ 1.300,00 ; $ -1.300,00 ; $ -   ; $ -   ; $ -1.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-082020;01/04/2022;1; $ 30.000,00 ; $ 9.000,00 ; $ 100,00 ; $ 8.900,00 ; $ 30.000,00 ; $ 9.000,00 ; $ 8.900,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-082020;01/05/2022;5; $ -   ; $ -   ; $ 500,00 ; $ -500,00 ; $ -   ; $ -   ; $ -500,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-082020;01/06/2022;14; $ 8.390,00 ; $ 2.517,00 ; $ 1.400,00 ; $ 1.117,00 ; $ 8.390,00 ; $ 2.517,00 ; $ 1.117,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-082021;01/02/2022;8; $ 12.971,00 ; $ 3.891,30 ; $ 800,00 ; $ 3.091,30 ; $ -   ; $ -   ; $ -800,00 ; $ 12.971,00 ; $ 3.891,30 ; $ 100,00 ;;
CREDIMUNDO;CM-082021;01/03/2022;7; $ 12.971,00 ; $ 3.891,30 ; $ 700,00 ; $ 3.191,30 ; $ -   ; $ -   ; $ -700,00 ; $ 12.971,00 ; $ 3.891,30 ; $ 100,00 ;;
CREDIMUNDO;CM-082021;01/04/2022;19; $ 22.108,00 ; $ 6.632,40 ; $ 1.900,00 ; $ 4.732,40 ; $ 11.500,00 ; $ 3.450,00 ; $ 1.550,00 ; $ 10.608,00 ; $ 3.182,40 ; $ 100,00 ;;
CREDIMUNDO;CM-082021;01/05/2022;9; $ 35.475,00 ; $ 10.642,50 ; $ 900,00 ; $ 9.742,50 ; $ 26.095,00 ; $ 7.828,50 ; $ 6.928,50 ; $ 9.380,00 ; $ 2.814,00 ; $ 100,00 ;;
CREDIMUNDO;CM-082021;01/06/2022;5; $ 21.930,00 ; $ 6.579,00 ; $ 500,00 ; $ 6.079,00 ; $ 12.550,00 ; $ 3.765,00 ; $ 3.265,00 ; $ 9.380,00 ; $ 2.814,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092020;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-092020;01/03/2022;0; $ 9.800,00 ; $ 2.940,00 ; $ -   ; $ 2.940,00 ; $ -   ; $ -   ; $ -   ; $ 9.800,00 ; $ 2.940,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092020;01/04/2022;1; $ 9.800,00 ; $ 2.940,00 ; $ 100,00 ; $ 2.840,00 ; $ -   ; $ -   ; $ -100,00 ; $ 9.800,00 ; $ 2.940,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092020;01/05/2022;0; $ 9.800,00 ; $ 2.940,00 ; $ -   ; $ 2.940,00 ; $ -   ; $ -   ; $ -   ; $ 9.800,00 ; $ 2.940,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092020;01/06/2022;5; $ 10.600,00 ; $ 3.180,00 ; $ 500,00 ; $ 2.680,00 ; $ -   ; $ -   ; $ -500,00 ; $ 10.600,00 ; $ 3.180,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092021;01/02/2022;8; $ 25.783,00 ; $ 7.734,90 ; $ 800,00 ; $ 6.934,90 ; $ 6.783,00 ; $ 2.034,90 ; $ 1.234,90 ; $ 19.000,00 ; $ 5.700,00 ; $ 100,00 ;;
CREDIMUNDO;CM-092021;01/03/2022;7; $ 20.727,00 ; $ 6.218,10 ; $ 700,00 ; $ 5.518,10 ; $ -   ; $ -   ; $ -700,00 ; $ 20.727,00 ; $ 6.218,10 ; $ 100,00 ;;
CREDIMUNDO;CM-092021;01/04/2022;5; $ 5.193,00 ; $ 1.557,90 ; $ 500,00 ; $ 1.057,90 ; $ -   ; $ -   ; $ -500,00 ; $ 5.193,00 ; $ 1.557,90 ; $ 100,00 ;;
CREDIMUNDO;CM-092021;01/05/2022;13; $ -   ; $ -   ; $ 1.300,00 ; $ -1.300,00 ; $ -   ; $ -   ; $ -1.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-092021;01/06/2022;11; $ 30.195,00 ; $ 9.058,50 ; $ 1.100,00 ; $ 7.958,50 ; $ 30.177,00 ; $ 9.053,10 ; $ 7.953,10 ; $ 18,00 ; $ 5,40 ; $ 100,00 ;;
CREDIMUNDO;CM-102020;01/02/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102020;01/03/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102020;01/04/2022;7; $ -   ; $ -   ; $ 700,00 ; $ -700,00 ; $ -   ; $ -   ; $ -700,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102020;01/05/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102020;01/06/2022;5; $ 10.000,00 ; $ 3.000,00 ; $ 500,00 ; $ 2.500,00 ; $ 10.000,00 ; $ 3.000,00 ; $ 2.500,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102021;01/02/2022;8; $ 25.983,00 ; $ 7.794,90 ; $ 800,00 ; $ 6.994,90 ; $ -   ; $ -   ; $ -800,00 ; $ 25.983,00 ; $ 7.794,90 ; $ 100,00 ;;
CREDIMUNDO;CM-102021;01/03/2022;6; $ 17.905,00 ; $ 5.371,50 ; $ 600,00 ; $ 4.771,50 ; $ -   ; $ -   ; $ -600,00 ; $ 17.905,00 ; $ 5.371,50 ; $ 100,00 ;;
CREDIMUNDO;CM-102021;01/04/2022;5; $ 24.831,00 ; $ 7.449,30 ; $ 500,00 ; $ 6.949,30 ; $ 9.500,00 ; $ 2.850,00 ; $ 2.350,00 ; $ 15.331,00 ; $ 4.599,30 ; $ 100,00 ;;
CREDIMUNDO;CM-102021;01/05/2022;11; $ 9.873,00 ; $ 2.961,90 ; $ 1.100,00 ; $ 1.861,90 ; $ 9.873,00 ; $ 2.961,90 ; $ 1.861,90 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-102021;01/06/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112020;01/02/2022;7; $ -   ; $ -   ; $ 700,00 ; $ -700,00 ; $ -   ; $ -   ; $ -700,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112020;01/03/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112020;01/04/2022;10; $ -   ; $ -   ; $ 1.000,00 ; $ -1.000,00 ; $ -   ; $ -   ; $ -1.000,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112020;01/05/2022;7; $ -   ; $ -   ; $ 700,00 ; $ -700,00 ; $ -   ; $ -   ; $ -700,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112020;01/06/2022;9; $ -   ; $ -   ; $ 900,00 ; $ -900,00 ; $ -   ; $ -   ; $ -900,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-112021;01/02/2022;25; $ 10.400,00 ; $ 3.120,00 ; $ 2.500,00 ; $ 620,00 ; $ -   ; $ -   ; $ -2.500,00 ; $ 10.400,00 ; $ 3.120,00 ; $ 100,00 ;;
CREDIMUNDO;CM-112021;01/03/2022;21; $ 13.900,00 ; $ 4.170,00 ; $ 2.100,00 ; $ 2.070,00 ; $ 6.500,00 ; $ 1.950,00 ; $ -150,00 ; $ 7.400,00 ; $ 2.220,00 ; $ 100,00 ;;
CREDIMUNDO;CM-112021;01/04/2022;22; $ 20.734,00 ; $ 6.220,20 ; $ 2.200,00 ; $ 4.020,20 ; $ 7.734,00 ; $ 2.320,20 ; $ 120,20 ; $ 13.000,00 ; $ 3.900,00 ; $ 100,00 ;;
CREDIMUNDO;CM-112021;01/05/2022;14; $ 10.662,00 ; $ 3.198,60 ; $ 1.400,00 ; $ 1.798,60 ; $ 4.162,00 ; $ 1.248,60 ; $ -151,40 ; $ 6.500,00 ; $ 1.950,00 ; $ 100,00 ;;
CREDIMUNDO;CM-112021;01/06/2022;14; $ 39.861,00 ; $ 11.958,30 ; $ 1.400,00 ; $ 10.558,30 ; $ 33.361,00 ; $ 10.008,30 ; $ 8.608,30 ; $ 6.500,00 ; $ 1.950,00 ; $ 100,00 ;;
CREDIMUNDO;CM-122020;01/02/2022;6; $ -   ; $ -   ; $ 600,00 ; $ -600,00 ; $ -   ; $ -   ; $ -600,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-122020;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-122020;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-122020;01/05/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-122020;01/06/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDIMUNDO;CM-122021;01/02/2022;28; $ 50.363,00 ; $ 15.108,90 ; $ 2.800,00 ; $ 12.308,90 ; $ 5.500,00 ; $ 1.650,00 ; $ -1.150,00 ; $ 44.863,00 ; $ 13.458,90 ; $ 100,00 ;;
CREDIMUNDO;CM-122021;01/03/2022;20; $ 46.363,00 ; $ 13.908,90 ; $ 2.000,00 ; $ 11.908,90 ; $ -   ; $ -   ; $ -2.000,00 ; $ 46.363,00 ; $ 13.908,90 ; $ 100,00 ;;
CREDIMUNDO;CM-122021;01/04/2022;17; $ 47.346,00 ; $ 14.203,80 ; $ 1.700,00 ; $ 12.503,80 ; $ 9.358,00 ; $ 2.807,40 ; $ 1.107,40 ; $ 37.988,00 ; $ 11.396,40 ; $ 100,00 ;;
CREDIMUNDO;CM-122021;01/05/2022;4; $ 18.455,00 ; $ 5.536,50 ; $ 400,00 ; $ 5.136,50 ; $ -   ; $ -   ; $ -400,00 ; $ 18.455,00 ; $ 5.536,50 ; $ 100,00 ;;
CREDIMUNDO;CM-122021;01/06/2022;2; $ 16.230,00 ; $ 4.869,00 ; $ 200,00 ; $ 4.669,00 ; $ -   ; $ -   ; $ -200,00 ; $ 16.230,00 ; $ 4.869,00 ; $ 100,00 ;;
CREDIMUNDO;CM-AELIMINAR;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
